"ano","variable","etiqueta","valor_millones_eur","valor_pct_pib","unidad_principal","estado_dato","fuente","definicion","nota"
"1989","intereses_deuda","Intereses de la deuda","9378.655656","3.180423","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Intereses mas otras rentas de la propiedad de las AAPP, columna U BDMACRO.","No es D.41 puro: BDMACRO agrega intereses y otras rentas de la propiedad."
"1989","pib","PIB","294887.04819","","millones de euros corrientes","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Producto Interior Bruto a precios corrientes.","Dato observado BDMACRO."
"1990","deficit_saldo_publico","Deficit o saldo publico","-37283.882057","-11.350995","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Negativo significa deficit; positivo significa superavit."
"1990","deuda_publica_total","Deuda publica total","136774.64","41.640735","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Deuda publica total de las AAPP segun Procedimiento de Deficit Excesivo.","BDMACRO remite a Banco de Espana para la deuda PDE."
"1990","gasto_pensiones","Gasto publico en pensiones","","","millones de euros corrientes o porcentaje del PIB","no_estimado","","Gasto publico en pensiones.","No hay una serie homogenea procesada para este ano; no se usa la serie amplia de prestaciones sociales como pensiones puras."
"1990","gasto_publico_total","Gasto publico total","164353.617492","50.037094","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Empleos no financieros de las Administraciones Publicas.","Dato observado BDMACRO."
"1990","gasto_sanidad","Gasto publico en sanidad","","","millones de euros corrientes o porcentaje del PIB","no_estimado","","Gasto publico en sanidad.","Sin serie historica COFOG comparable antes de 1995 ni proyeccion procesada para este ano."
"1990","intereses_deuda","Intereses de la deuda","10671.156227","3.24881","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Intereses mas otras rentas de la propiedad de las AAPP, columna U BDMACRO.","No es D.41 puro: BDMACRO agrega intereses y otras rentas de la propiedad."
"1990","pib","PIB","328463.556483","","millones de euros corrientes","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Producto Interior Bruto a precios corrientes.","Dato observado BDMACRO."
"1991","deficit_saldo_publico","Deficit o saldo publico","-46838.063299","-13.003834","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Negativo significa deficit; positivo significa superavit."
"1991","deuda_publica_total","Deuda publica total","152671.6","42.386812","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Deuda publica total de las AAPP segun Procedimiento de Deficit Excesivo.","BDMACRO remite a Banco de Espana para la deuda PDE."
"1991","gasto_pensiones","Gasto publico en pensiones","","","millones de euros corrientes o porcentaje del PIB","no_estimado","","Gasto publico en pensiones.","No hay una serie homogenea procesada para este ano; no se usa la serie amplia de prestaciones sociales como pensiones puras."
"1991","gasto_publico_total","Gasto publico total","187439.454041","52.039547","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Empleos no financieros de las Administraciones Publicas.","Dato observado BDMACRO."
"1991","gasto_sanidad","Gasto publico en sanidad","","","millones de euros corrientes o porcentaje del PIB","no_estimado","","Gasto publico en sanidad.","Sin serie historica COFOG comparable antes de 1995 ni proyeccion procesada para este ano."
"1991","intereses_deuda","Intereses de la deuda","13058.60469","3.625511","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Intereses mas otras rentas de la propiedad de las AAPP, columna U BDMACRO.","No es D.41 puro: BDMACRO agrega intereses y otras rentas de la propiedad."
"1991","pib","PIB","360186.559935","","millones de euros corrientes","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Producto Interior Bruto a precios corrientes.","Dato observado BDMACRO."
"1992","deficit_saldo_publico","Deficit o saldo publico","-50898.326782","-13.120555","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Negativo significa deficit; positivo significa superavit."
"1992","deuda_publica_total","Deuda publica total","174047.25","44.865846","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Deuda publica total de las AAPP segun Procedimiento de Deficit Excesivo.","BDMACRO remite a Banco de Espana para la deuda PDE."
"1992","gasto_pensiones","Gasto publico en pensiones","","","millones de euros corrientes o porcentaje del PIB","no_estimado","","Gasto publico en pensiones.","No hay una serie homogenea procesada para este ano; no se usa la serie amplia de prestaciones sociales como pensiones puras."
"1992","gasto_publico_total","Gasto publico total","209205.744474","53.928992","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Empleos no financieros de las Administraciones Publicas.","Dato observado BDMACRO."
"1992","gasto_sanidad","Gasto publico en sanidad","","","millones de euros corrientes o porcentaje del PIB","no_estimado","","Gasto publico en sanidad.","Sin serie historica COFOG comparable antes de 1995 ni proyeccion procesada para este ano."
"1992","intereses_deuda","Intereses de la deuda","14844.794634","3.826687","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Intereses mas otras rentas de la propiedad de las AAPP, columna U BDMACRO.","No es D.41 puro: BDMACRO agrega intereses y otras rentas de la propiedad."
"1992","pib","PIB","387928.155085","","millones de euros corrientes","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Producto Interior Bruto a precios corrientes.","Dato observado BDMACRO."
"1993","deficit_saldo_publico","Deficit o saldo publico","-67797.621194","-16.89268","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Negativo significa deficit; positivo significa superavit."
"1993","deuda_publica_total","Deuda publica total","225627.34","56.218055","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Deuda publica total de las AAPP segun Procedimiento de Deficit Excesivo.","BDMACRO remite a Banco de Espana para la deuda PDE."
"1993","gasto_pensiones","Gasto publico en pensiones","","","millones de euros corrientes o porcentaje del PIB","no_estimado","","Gasto publico en pensiones.","No hay una serie homogenea procesada para este ano; no se usa la serie amplia de prestaciones sociales como pensiones puras."
"1993","gasto_publico_total","Gasto publico total","232318.133737","57.885155","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Empleos no financieros de las Administraciones Publicas.","Dato observado BDMACRO."
"1993","gasto_sanidad","Gasto publico en sanidad","","","millones de euros corrientes o porcentaje del PIB","no_estimado","","Gasto publico en sanidad.","Sin serie historica COFOG comparable antes de 1995 ni proyeccion procesada para este ano."
"1993","intereses_deuda","Intereses de la deuda","18876.137415","4.703241","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Intereses mas otras rentas de la propiedad de las AAPP, columna U BDMACRO.","No es D.41 puro: BDMACRO agrega intereses y otras rentas de la propiedad."
"1993","pib","PIB","401343.198634","","millones de euros corrientes","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Producto Interior Bruto a precios corrientes.","Dato observado BDMACRO."
"1994","deficit_saldo_publico","Deficit o saldo publico","-70666.81692","-16.555109","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Negativo significa deficit; positivo significa superavit."
"1994","deuda_publica_total","Deuda publica total","248967.09","58.325498","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Deuda publica total de las AAPP segun Procedimiento de Deficit Excesivo.","BDMACRO remite a Banco de Espana para la deuda PDE."
"1994","gasto_pensiones","Gasto publico en pensiones","","","millones de euros corrientes o porcentaje del PIB","no_estimado","","Gasto publico en pensiones.","No hay una serie homogenea procesada para este ano; no se usa la serie amplia de prestaciones sociales como pensiones puras."
"1994","gasto_publico_total","Gasto publico total","239685.6887","56.151144","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Empleos no financieros de las Administraciones Publicas.","Dato observado BDMACRO."
"1994","gasto_sanidad","Gasto publico en sanidad","","","millones de euros corrientes o porcentaje del PIB","no_estimado","","Gasto publico en sanidad.","Sin serie historica COFOG comparable antes de 1995 ni proyeccion procesada para este ano."
"1994","intereses_deuda","Intereses de la deuda","19899.979566","4.661966","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Intereses mas otras rentas de la propiedad de las AAPP, columna U BDMACRO.","No es D.41 puro: BDMACRO agrega intereses y otras rentas de la propiedad."
"1994","pib","PIB","426858.064769","","millones de euros corrientes","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Producto Interior Bruto a precios corrientes.","Dato observado BDMACRO."
"1995","deficit_saldo_publico","Deficit o saldo publico","-31267","-6.793349","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Negativo significa deficit; positivo significa superavit."
"1995","deuda_publica_total","Deuda publica total","283457.294","61.586475","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Deuda publica total de las AAPP segun Procedimiento de Deficit Excesivo.","BDMACRO remite a Banco de Espana para la deuda PDE."
"1995","gasto_pensiones","Gasto publico en pensiones","39609","","millones de euros corrientes","observado_aproximado","IGAE COFOG Administraciones Publicas S.13","Aproximacion COFOG: 10.2 Vejez + 10.3 Supervivientes.","No equivale exactamente a gasto presupuestario puro en pensiones."
"1995","gasto_publico_total","Gasto publico total","203062","44.119072","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Empleos no financieros de las Administraciones Publicas.","Dato observado BDMACRO."
"1995","gasto_sanidad","Gasto publico en sanidad","24144","","millones de euros corrientes","observado","IGAE COFOG Administraciones Publicas S.13","Gasto publico funcional COFOG division 07 Salud.","No equivale necesariamente al gasto sanitario total de todas las fuentes de financiacion."
"1995","intereses_deuda","Intereses de la deuda","22743","4.941348","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Intereses mas otras rentas de la propiedad de las AAPP, columna U BDMACRO.","No es D.41 puro: BDMACRO agrega intereses y otras rentas de la propiedad."
"1995","pib","PIB","460259","","millones de euros corrientes","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Producto Interior Bruto a precios corrientes.","Dato observado BDMACRO."
"1996","deficit_saldo_publico","Deficit o saldo publico","-28681","-5.865883","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Negativo significa deficit; positivo significa superavit."
"1996","deuda_publica_total","Deuda publica total","319975.811","65.441953","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Deuda publica total de las AAPP segun Procedimiento de Deficit Excesivo.","BDMACRO remite a Banco de Espana para la deuda PDE."
"1996","gasto_pensiones","Gasto publico en pensiones","42739","","millones de euros corrientes","observado_aproximado","IGAE COFOG Administraciones Publicas S.13","Aproximacion COFOG: 10.2 Vejez + 10.3 Supervivientes.","No equivale exactamente a gasto presupuestario puro en pensiones."
"1996","gasto_publico_total","Gasto publico total","209578","42.86322","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Empleos no financieros de las Administraciones Publicas.","Dato observado BDMACRO."
"1996","gasto_sanidad","Gasto publico en sanidad","25905","","millones de euros corrientes","observado","IGAE COFOG Administraciones Publicas S.13","Gasto publico funcional COFOG division 07 Salud.","No equivale necesariamente al gasto sanitario total de todas las fuentes de financiacion."
"1996","intereses_deuda","Intereses de la deuda","24604","5.032049","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Intereses mas otras rentas de la propiedad de las AAPP, columna U BDMACRO.","No es D.41 puro: BDMACRO agrega intereses y otras rentas de la propiedad."
